created_date,time_created,username,tweets_posted
Nov 19 2018,19:00:00-06:59:59,olemissliberal,1
Nov 19 2018,19:00:00-06:59:59,tomroper87,1
Nov 19 2018,19:00:00-06:59:59,ginah89121,1
Nov 19 2018,19:00:00-06:59:59,lor_knibbs,1
Nov 19 2018,20:00:00-07:59:59,sageadvice7,1
Nov 19 2018,20:00:00-07:59:59,hhelenhh,1
Nov 19 2018,20:00:00-07:59:59,hamptonchris3,1
Nov 19 2018,20:00:00-07:59:59,olemissliberal,1
Nov 19 2018,20:00:00-07:59:59,tomroper87,1
Nov 19 2018,20:00:00-07:59:59,ginah89121,1
Nov 19 2018,20:00:00-07:59:59,lor_knibbs,1
Nov 19 2018,21:00:00-08:59:59,sageadvice7,1
Nov 19 2018,21:00:00-08:59:59,hamptonchris3,1
Nov 19 2018,21:00:00-08:59:59,olemissliberal,1
Nov 19 2018,22:00:00-09:59:59,sageadvice7,1
Nov 19 2018,22:00:00-09:59:59,olemissliberal,1
