date_created,time_created,keyword,count
Nov 16 2018,23:00:00-23:59:59,decade,12
Nov 16 2018,23:00:00-23:59:59,malware,12
Nov 16 2018,23:00:00-23:59:59,end,12
Nov 16 2018,23:00:00-23:59:59,bailed,12
Nov 16 2018,23:00:00-23:59:59,since,12
Nov 16 2018,23:00:00-23:59:59,lean,12
Nov 17 2018,00:00:00-00:59:59,all,12
Nov 17 2018,00:00:00-00:59:59,ffs,12
Nov 17 2018,00:00:00-00:59:59,traitor,12
Nov 17 2018,00:00:00-00:59:59,decade,12
Nov 17 2018,00:00:00-00:59:59,facebook,12
Nov 17 2018,00:00:00-00:59:59,since,12
Nov 17 2018,00:00:00-00:59:59,lean,12
Nov 17 2018,00:00:00-00:59:59,https://tco/elzrlpfrvp,12
Nov 17 2018,00:00:00-00:59:59,oh,12
Nov 17 2018,00:00:00-00:59:59,least,12
Nov 17 2018,01:00:00-01:59:59,all,8
Nov 17 2018,01:00:00-01:59:59,ago,8
Nov 17 2018,01:00:00-01:59:59,played,8
Nov 17 2018,01:00:00-01:59:59,lean,8
Nov 17 2018,01:00:00-01:59:59,both,8
Nov 17 2018,01:00:00-01:59:59,ffs,8
Nov 17 2018,01:00:00-01:59:59,traitor,8
Nov 17 2018,01:00:00-01:59:59,malware,8
Nov 17 2018,01:00:00-01:59:59,end,8
Nov 17 2018,01:00:00-01:59:59,bailed,8
Nov 17 2018,02:00:00-02:59:59,there,8
Nov 17 2018,02:00:00-02:59:59,'trump',6
Nov 17 2018,02:00:00-02:59:59,results,4
Nov 17 2018,02:00:00-02:59:59,get,4
Nov 17 2018,02:00:00-02:59:59,not,4
Nov 17 2018,02:00:00-02:59:59,articles,4
Nov 17 2018,02:00:00-02:59:59,like,4
Nov 17 2018,02:00:00-02:59:59,google,4
Nov 17 2018,02:00:00-02:59:59,some,4
Nov 17 2018,02:00:00-02:59:59,/,4
Nov 17 2018,03:00:00-03:59:59,all,4
Nov 17 2018,03:00:00-03:59:59,ffs,4
Nov 17 2018,03:00:00-03:59:59,traitor,4
Nov 17 2018,03:00:00-03:59:59,decade,4
Nov 17 2018,03:00:00-03:59:59,facebook,4
Nov 17 2018,03:00:00-03:59:59,since,4
Nov 17 2018,03:00:00-03:59:59,lean,4
Nov 17 2018,03:00:00-03:59:59,https://tco/elzrlpfrvp,4
Nov 17 2018,03:00:00-03:59:59,oh,4
Nov 17 2018,03:00:00-03:59:59,least,4
Nov 17 2018,04:00:00-04:59:59,all,5
Nov 17 2018,04:00:00-04:59:59,played,5
Nov 17 2018,04:00:00-04:59:59,ffs,5
Nov 17 2018,04:00:00-04:59:59,traitor,5
Nov 17 2018,04:00:00-04:59:59,decade,5
Nov 17 2018,04:00:00-04:59:59,malware,5
